uri,genre,title,author,editor,translator,introduction,illustrator,photographer,year,format,uncertain,ebook_url,volumes_issues,notes,event_count,borrow_count,purchase_count,circulation_years,updated
https://shakespeareandco.princeton.edu/books/malory-morte-darthur/,Fiction,Le Morte d'Arthur,"Malory, Thomas",,,,,,1485,Book,FALSE,https://archive.org/details/mortedarthur02malo,,,7,7,0,1930;1932;1937;1938;1939,2021-11-14T13:57:51.282365+00:00
https://shakespeareandco.princeton.edu/books/more-utopia/,Fiction,Utopia,"More, Thomas",,,,,,1516,Book,FALSE,https://archive.org/details/utopiamo00more,,,2,2,0,1930;1950;1951,2021-10-31T17:47:49.103296+00:00
https://shakespeareandco.princeton.edu/books/norton-gorboduc/,Drama,Gorboduc,"Norton, Thomas",,,,,,1561,Book,FALSE,,,,1,1,0,1950,2020-06-29T03:49:47+00:00
https://shakespeareandco.princeton.edu/books/lyly-euphues-anatomy-wit/,Fiction,Euphues: The Anatomy of Wit,"Lyly, John",,,,,,1578,Book,FALSE,https://archive.org/details/cu31924013122084,,,1,1,0,1941,2021-06-05T15:37:07+00:00
https://shakespeareandco.princeton.edu/books/spenser-shepheards-calendar/,Poetry,The Shepheard's Calendar,"Spenser, Edmund",,,,,,1579,Book,FALSE,https://archive.org/details/shepheardscalend0000spen,,,1,1,0,1941,2021-11-06T12:26:04.482734+00:00
https://shakespeareandco.princeton.edu/books/lodge-rosalynde-novel/,Fiction,Rosalynde: A Novel,"Lodge, Thomas",,,,,,1590,Book,FALSE,https://archive.org/details/rosalynde00lodg,,,8,8,0,1939;1940;1941;1942,2021-11-07T18:38:23.667066+00:00
https://shakespeareandco.princeton.edu/books/greene-defence-conny-catching/,Nonfiction,The Defence of Conny-Catching,"Greene, Robert",,,,,,1592,Book,FALSE,,,,2,2,0,1939;1940,2020-04-30T19:40:17+00:00
https://shakespeareandco.princeton.edu/books/shakespeare-midsummers-nights-dream/,Drama,A Midsummer's Night's Dream,"Shakespeare, William",,,,,,1595,Book,FALSE,https://archive.org/details/midsummernightsd03shak,,,1,1,0,1940,2021-11-15T05:37:25.730819+00:00
https://shakespeareandco.princeton.edu/books/sidney-apology-poetry/,Nonfiction,An Apology for Poetry,"Sidney, Philip",,,,,,1595,Book,FALSE,,,,2,2,0,1934,2020-04-30T19:40:14+00:00
https://shakespeareandco.princeton.edu/books/shakespeare-loves-labours-lost/,Drama,Love's Labour's Lost,"Shakespeare, William",,,,,,1598,Book,FALSE,https://archive.org/details/loveslabourslost1901shak,,,1,1,0,1922,2021-10-26T03:07:33.750391+00:00
https://shakespeareandco.princeton.edu/books/bacon-advancement-learning/,Nonfiction,The Advancement of Learning,"Bacon, Francis",,,,,,1605,Book,FALSE,https://archive.org/details/in.ernet.dli.2015.272672,,,1,1,0,1937,2021-01-17T22:37:22+00:00
https://shakespeareandco.princeton.edu/books/webster-white-devil/,Drama,The White Devil,"Webster, John",,,,,,1612,Book,FALSE,https://archive.org/details/whitedevilanddu01websgoog,,,1,1,0,1920;1919,2021-10-29T03:04:48.348811+00:00
https://shakespeareandco.princeton.edu/books/cervantes-don-quixote/,Fiction,Don Quixote,"Cervantes, Miguel de",,,,,,1615,Book,FALSE,,,,1,1,0,1929,2020-06-15T01:58:49+00:00
https://shakespeareandco.princeton.edu/books/burton-anatomy-melancholy/,Nonfiction,The Anatomy of Melancholy,"Burton, Robert",,,,,,1621,Book,FALSE,,,,1,0,0,1934,2020-04-30T19:40:17+00:00
https://shakespeareandco.princeton.edu/books/descartes-geometrie/,Fiction,La géométrie,"Descartes, René",,,,,,1637,Book,FALSE,,,,1,1,0,1928,2020-07-19T20:15:00+00:00
https://shakespeareandco.princeton.edu/books/browne-religio-medici/,Nonfiction,Religio Medici,"Browne, Thomas",,,,,,1643,Book,FALSE,https://archive.org/details/religiomedicioth00browiala/page/n10/mode/2up,1906 The Religio Medici &amp; Other Writings of Sir Thomas Browne;1922,"At least two editions of Religio Medici circulated in the lending library. Marie Boscq borrowed The Religio Medici and Other Writings of Sir Thomas Browne (Everyman's Library, 1906). Irene Wissotzky borrowed Religio Medici, edited by W. Murison (Pitt Press Series, Cambridge University Press, 1922).",5,5,0,1937;1939;1940;1941,2020-05-22T03:03:50+00:00
https://shakespeareandco.princeton.edu/books/browne-vulgar-errors-pseudodoxia/,Nonfiction,Vulgar Errors (Pseudodoxia Epidemica),"Browne, Thomas",,,,,,1646,Book,FALSE,https://archive.org/details/b22650337_0002,,,2,2,0,1939,2020-07-22T14:20:55+00:00
https://shakespeareandco.princeton.edu/books/hobbes-leviathan/,Nonfiction,Leviathan,"Hobbes, Thomas",,,,,,1651,Book,FALSE,https://archive.org/details/in.ernet.dli.2015.96315,,,2,2,0,1938,2021-07-20T01:32:11+00:00
https://shakespeareandco.princeton.edu/books/greville-sir-fulke-grevilles/,Nonfiction,Sir Fulke Greville's Life of Sir Philip Sidney,"Greville, Fulke",,,,,,1652,Book,FALSE,https://archive.org/details/sirfulkegreville00grevrich,,,1,1,0,1937,2021-11-06T01:25:30.634944+00:00
https://shakespeareandco.princeton.edu/books/julian-revelations-divine-love/,Nonfiction,Revelations of Divine Love,"Julian, of Norwich",,,,,,1670,Book,FALSE,https://archive.org/details/revelationsofdiv0000juli_q7m8/page/n7/mode/2up,,,1,1,0,1938,2021-11-08T05:32:36.018321+00:00
https://shakespeareandco.princeton.edu/books/bunyan-pilgrims-progress/,Fiction,The Pilgrim's Progress,"Bunyan, John",,,,,,1678,Book,FALSE,https://archive.org/details/pilgrimsprogress04buny,,,3,3,0,1936;1938;1939,2021-11-09T21:45:53.900541+00:00
https://shakespeareandco.princeton.edu/books/butler-hudibras/,Poetry,Hudibras,"Butler, Samuel",,,,,,1684,Book,FALSE,https://archive.org/details/butlerhudibras00butl,2 vols.,,1,1,0,1938,2021-07-11T19:44:54+00:00
https://shakespeareandco.princeton.edu/books/swift-tale-tub/,Fiction,A Tale of a Tub,"Swift, Jonathan",,,,,,1704,Book,FALSE,https://archive.org/details/in.ernet.dli.2015.40202/page/n7/mode/2up,,,6,5,1,1924;1934;1938;1939;1941,2020-05-16T17:39:20+00:00
https://shakespeareandco.princeton.edu/books/pope-essay-criticism/,Poetry,An Essay on Criticism,"Pope, Alexander",,,,,,1711,Book,FALSE,https://archive.org/details/anessayoncritic00popegoog,,,2,2,0,1928;1936,2021-06-05T15:12:26+00:00
https://shakespeareandco.princeton.edu/books/pope-rape-lock/,Poetry,The Rape of the Lock,"Pope, Alexander",,,,,,1712,Book,FALSE,https://archive.org/details/rapelockandothe00popegoog,,,2,2,0,1920;1936,2021-11-08T14:12:28.591798+00:00
https://shakespeareandco.princeton.edu/books/defoe-robinson-crusoe/,Fiction,Robinson Crusoe,"Defoe, Daniel",,,,,,1719,Book,FALSE,https://archive.org/details/lifestrangeadven01defo/page/n9/mode/2up,,,3,3,0,1928;1938;1941,2020-06-02T14:53:01+00:00
https://shakespeareandco.princeton.edu/books/defoe-journal-plague-year/,Nonfiction,A Journal of the Plague Year,"Defoe, Daniel",,,,,,1722,Book,FALSE,https://archive.org/details/journalofplagu00defo/page/n5/mode/2up,,,2,2,0,1939;1941,2020-06-02T14:12:59+00:00
https://shakespeareandco.princeton.edu/books/defoe-moll-flanders/,Fiction,Moll Flanders,"Defoe, Daniel",,,,,,1722,Book,FALSE,https://archive.org/details/fortunesmisfortu0007defo/page/n11/mode/2up,,,15,14,1,1926;1927;1930;1934;1935;1936;1938;1939;1940;1942,2020-06-02T14:27:02+00:00
https://shakespeareandco.princeton.edu/books/defoe-moll-flanders-roxana/,Fiction,Moll Flanders and Roxana,"Defoe, Daniel",,,,,,1724,Book,FALSE,https://archive.org/details/fortunesandmisfo00defouoft/page/n3/mode/2up,,,2,2,0,1929;1924,2021-11-14T15:17:31.577477+00:00
https://shakespeareandco.princeton.edu/books/swift-gullivers-travels/,Fiction,Gulliver's Travels,"Swift, Jonathan",,,,,,1726,Book,FALSE,https://archive.org/details/gulliverstravels00swif/page/n7/mode/2up,,,6,4,1,1926;1929;1961;1938;1939,2020-05-16T17:35:43+00:00
https://shakespeareandco.princeton.edu/books/defoe-tour-england-wales/,Nonfiction,A Tour through England and Wales,"Defoe, Daniel",,,,,,1727,Book,FALSE,https://archive.org/details/in.ernet.dli.2015.79639,,,1,1,0,1938,2021-11-01T04:38:14.212338+00:00
https://shakespeareandco.princeton.edu/books/gay-beggars-opera/,Drama,The Beggar's Opera,"Gay, John",,,,,,1728,Book,FALSE,,,,2,2,0,1924;1934,2020-04-30T19:40:17+00:00
https://shakespeareandco.princeton.edu/books/richardson-pamela/,Fiction,Pamela,"Richardson, Samuel",,,,,,1740,Book,FALSE,https://archive.org/details/pamel00rich/page/n5/mode/2up,2 vols.,,6,5,0,1937;1938;1939;1941,2020-07-13T12:49:38+00:00
https://shakespeareandco.princeton.edu/books/richardson-familiar-letters-important/,Nonfiction,Familiar Letters on Important Occasions,"Richardson, Samuel",,,,,,1741,Book,FALSE,,,,2,1,0,1929,2020-04-30T19:40:19+00:00
https://shakespeareandco.princeton.edu/books/fielding-joseph-andrews/,Fiction,Joseph Andrews,"Fielding, Henry",,,,,,1742,Book,FALSE,https://archive.org/details/historyofadventu00fiel_4/page/n19/mode/2up,,,5,5,0,1929;1931;1939;1941,2020-06-02T03:11:27+00:00
https://shakespeareandco.princeton.edu/books/fielding-jonathan-wild-journal/,Fiction,Jonathan Wild and the Journal of a Voyage to Lisbon,"Fielding, Henry",,,,,,1743,Book,FALSE,https://archive.org/details/henryfielding10fiel/page/n7/mode/2up,,,1,1,0,1941,2020-07-14T13:44:38+00:00
https://shakespeareandco.princeton.edu/books/richardson-clarissa-history-young/,Fiction,Clarissa: Or the History of a Young Lady,"Richardson, Samuel",,,,,,1748,Book,FALSE,https://archive.org/details/bub_gb_8fFD5tNdvn4C/page/n6/mode/2up,Vol. 1;Vol. 2,,6,6,0,1937;1938;1939;1925,2020-06-26T21:42:27+00:00
https://shakespeareandco.princeton.edu/books/smollett-adventures-roderick-random/,Fiction,The Adventures of Roderick Random,"Smollett, Tobias",,,,,,1748,Book,FALSE,https://archive.org/details/worksoftobiassmo00v1smol/page/n13/mode/2up,,,4,3,0,1938;1923;1924;1925,2020-06-02T15:18:09+00:00
https://shakespeareandco.princeton.edu/books/nugent-grand-tour/,Nonfiction,The Grand Tour,"Nugent, Thomas",,,,,,1749,Book,FALSE,https://archive.org/details/bub_gb_fSZOAAAAYAAJ,,,2,2,0,1923,2021-06-22T02:51:56+00:00
https://shakespeareandco.princeton.edu/books/fielding-history-tom-jones/,Fiction,"The History of Tom Jones, a Foundling","Fielding, Henry",,,,,,1749,Book,FALSE,https://archive.org/details/henryfielding03fiel/page/n7/mode/2up,Vol. 1;Vol. 2;2 vols.,,15,14,0,1922;1923;1925;1929;1933;1935;1936;1937;1938;1939;1941,2020-07-12T20:56:48+00:00
https://shakespeareandco.princeton.edu/books/fielding-amelia/,Fiction,Amelia,"Fielding, Henry",,,,,,1751,Book,FALSE,https://archive.org/details/henryfielding07fiel/page/n7/mode/2up,,,1,1,0,1941,2020-06-02T02:58:10+00:00
https://shakespeareandco.princeton.edu/books/smollett-adventures-peregrine-pickle/,Fiction,The Adventures of Peregrine Pickle,"Smollett, Tobias",,,,,,1751,Book,FALSE,https://archive.org/details/worksoftobiassmo00v4smol/page/n13/mode/2up,Vol. 1;Vol. 2;Vol. 3;2 vols.,,10,10,0,1924;1926;1929;1930;1931;1933;1936,2020-07-11T20:04:55+00:00
https://shakespeareandco.princeton.edu/books/paltock-life-adventures-peter/,Fiction,The Life and Adventures of Peter Wilkins,"Paltock, Robert",,,,,,1751,Book,FALSE,https://archive.org/details/lifeandadventure01paltuoft,,,2,2,0,1930;1946,2021-07-20T01:39:26+00:00
https://shakespeareandco.princeton.edu/books/smollett-adventures-ferdinand-count/,Fiction,The Adventures of Ferdinand Count Fathom,"Smollett, Tobias",,,,,,1753,Book,FALSE,https://archive.org/details/cu31924016651360/page/n9/mode/2up,,,1,1,0,1927,2020-06-02T15:04:47+00:00
https://shakespeareandco.princeton.edu/books/voltaire-candide/,Fiction,Candide,Voltaire,,,,,,1759,Book,FALSE,,,,2,2,0,1928;1939,2020-04-30T19:40:15+00:00
https://shakespeareandco.princeton.edu/books/johnson-history-rasselas-prince/,Fiction,"The History of Rasselas, Prince of Abissinia","Johnson, Samuel",,,,,,1759,Book,FALSE,https://archive.org/details/cu31924097313179,,,2,2,0,1928;1938,2021-07-04T21:47:13+00:00
https://shakespeareandco.princeton.edu/books/sterne-life-opinions-tristram/,Fiction,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",,,,,,1759,Book,FALSE,https://archive.org/details/lifeopinionstri01stergoog/page/n12/mode/2up,Vol. 1,"Dorothee Chareau borrowed the first volume of a multivolume edition. For additional borrows of *Tristram Shandy,* see volume 1 of [*The Works of Sterne*](https://shakespeareandco.princeton.edu/books/sterne-works-sterne-life/).",6,6,0,1936;1937;1925;1941,2020-06-23T23:58:06+00:00
https://shakespeareandco.princeton.edu/books/smollett-life-adventures-sir/,Fiction,The Life and Adventures of Sir Launcelot Greaves,"Smollett, Tobias",,,,,,1760,Book,FALSE,https://archive.org/details/adventuresofsirl00smol_0/page/n5/mode/2up,,,1,1,0,1929,2020-07-05T19:05:49+00:00
https://shakespeareandco.princeton.edu/books/rousseau-emile-education/,Nonfiction,"Emile, or On Education","Rousseau, Jean-Jacques",,,,,,1762,Book,FALSE,https://archive.org/details/mileortreatiseo01rousgoog,,,1,1,0,1932,2021-05-25T21:07:32+00:00
https://shakespeareandco.princeton.edu/books/collins-poetical-works-william/,Poetry,The Poetical Works of William Collins,"Collins, William",,,,,,1765,Book,FALSE,https://archive.org/details/poeticalworkswi01collgoog,,,1,1,0,1925,2021-11-08T23:55:21.299241+00:00
https://shakespeareandco.princeton.edu/books/swift-journal-stella/,Nonfiction,Journal to Stella,"Swift, Jonathan",,,,,,1766,Book,FALSE,https://archive.org/details/journaltostella00swifgoog/page/n9/mode/2up,,,1,1,0,1941,2020-05-16T17:34:12+00:00
https://shakespeareandco.princeton.edu/books/goldsmith-vicar-wakefield/,Fiction,The Vicar of Wakefield,"Goldsmith, Oliver",,,,,,1766,Book,FALSE,https://archive.org/details/vicarofwakefield01gold,,,9,9,0,1921;1923;1926;1934;1936;1937;1939;1941,2021-10-30T22:57:31.612574+00:00
https://shakespeareandco.princeton.edu/books/smollett-expedition-humphry-clinker/,Fiction,The Expedition of Humphry Clinker,"Smollett, Tobias",,,,,,1771,Book,FALSE,https://archive.org/details/cu31924016651329/page/n13/mode/2up,Vol. 1;Vol. 2;2 vols.,,10,10,0,1926;1929;1930;1938;1941,2020-07-15T13:23:52+00:00
https://shakespeareandco.princeton.edu/books/paine-common-sense/,Nonfiction,Common Sense,"Paine, Thomas",,,,,,1776,Book,FALSE,https://archive.org/details/bub_gb_e0oqAAAAYAAJ/page/n3/mode/2up,,,2,2,0,1937,2021-04-18T18:32:27+00:00
https://shakespeareandco.princeton.edu/books/gibbon-history-decline-fall/,Nonfiction,The History of the Decline and Fall of the Roman Empire,"Gibbon, Edward",,,,,,1776,Book,FALSE,https://archive.org/details/in.ernet.dli.2015.498969,Vol. 1;2 vols.,,2,2,0,1938;1933,2021-07-04T21:51:41+00:00
https://shakespeareandco.princeton.edu/books/burney-evelina-history-young/,Fiction,"Evelina: Or, the History of a Young Lady's Entrance into the World","Burney, Frances",,,,,,1778,Book,FALSE,https://archive.org/details/evelinabu00burnuoft/page/n9/mode/2up,,,9,9,0,1921;1922;1926;1933;1938;1940;1941,2020-05-31T12:42:48+00:00
https://shakespeareandco.princeton.edu/books/st-john-de-crevecoeur-letters-american-farmer/,Nonfiction,Letters from an American Farmer,"St. John de Crèvecoeur, J. Hector",,,,,,1783,Book,FALSE,https://archive.org/details/lettersfromaname030634mbp,,,1,1,0,1939,2021-07-20T00:29:26+00:00
https://shakespeareandco.princeton.edu/books/grose-classical-dictionary-vulgar/,Nonfiction,A Classical Dictionary of the Vulgar Tongue,"Grose, Francis",,,,,,1785,Book,FALSE,https://archive.org/details/b2876190x,,,1,1,0,1941;1942,2021-04-17T21:43:39+00:00
https://shakespeareandco.princeton.edu/books/lempriere-classical-dictionary-containing/,Nonfiction,Classical Dictionary: Containing a Full Account of all the Proper Names Mentioned in Ancient Authors,"Lemprière, John",,,,,,1788,Book,FALSE,https://archive.org/details/b24863233,,,1,1,0,1932,2021-04-17T21:45:02+00:00
https://shakespeareandco.princeton.edu/books/franklin-autobiography-benjamin-franklin/,Nonfiction,The Autobiography of Benjamin Franklin,"Franklin, Benjamin",,,,,,1789,Book,FALSE,https://archive.org/details/autobiobenfran00miffrich,,,3,2,1,1936;1941,2020-06-21T13:30:09+00:00
https://shakespeareandco.princeton.edu/books/boswell-life-samuel-johnson/,Nonfiction,Life of Samuel Johnson,"Boswell, James",,,,,,1791,Book,FALSE,https://archive.org/details/in.ernet.dli.2015.125187,"Vol. 1;Vol. 2;Vol. 3;3 vols.;Vol. 2, Vol. 3",,13,13,0,1925;1926;1930;1937;1938;1939;1940,2021-07-20T02:05:16+00:00
https://shakespeareandco.princeton.edu/books/radcliffe-mysteries-udolpho/,Fiction,The Mysteries of Udolpho,"Radcliffe, Ann",,,,,,1794,Book,FALSE,https://archive.org/details/dli.ernet.503835,,,3,3,0,1939;1940;1941;1934,2021-11-13T20:28:38.658899+00:00
https://shakespeareandco.princeton.edu/books/foster-coquette-history-eliza/,Fiction,"The Coquette; Or, the History of Eliza Wharton","Foster, Hannah Webster",,,,,,1797,Book,FALSE,,,,5,5,0,1928;1921;1922;1925,2020-04-30T19:40:21+00:00
https://shakespeareandco.princeton.edu/books/wordsworth-lyrical-ballads-poems/,Poetry,Lyrical Ballads,"Wordsworth, William;Coleridge, Samuel Taylor",,,,,,1798,Book,FALSE,https://archive.org/details/lyricalballads00wordiala/page/n4/mode/2up,,,2,2,0,1937;1938,2020-05-18T13:53:22+00:00
https://shakespeareandco.princeton.edu/books/godwin-memoirs-mary-wollstonecraft/,Nonfiction,Memoirs of Mary Wollstonecraft,"Godwin, William",,,,,,1798,Book,FALSE,https://archive.org/details/bub_gb_7msEAAAAYAAJ/page/n7/mode/2up,,,1,1,0,1940,2020-05-21T02:35:08+00:00
https://shakespeareandco.princeton.edu/books/scott-lady-lake/,Fiction,The Lady of the Lake,"Scott, Walter",,,,,,1810,Book,FALSE,https://archive.org/details/ladyoflake06scot/page/n7/mode/2up,,,1,1,0,1936,2020-05-27T23:57:26+00:00
https://shakespeareandco.princeton.edu/books/austen-sense-sensibility/,Fiction,Sense and Sensibility,"Austen, Jane",,,,,,1811,Book,FALSE,https://archive.org/details/sensesensibility00austrich,,,6,6,0,1921;1922;1924;1934;1939;1940,2020-06-07T21:32:17+00:00
https://shakespeareandco.princeton.edu/books/grimm-grimms-fairy-tales/,Fiction,Grimms' Fairy Tales,"Grimm, Jacob;Grimm, Wilhelm",,,,,,1812,Book,FALSE,https://archive.org/details/in.ernet.dli.2015.136007,,,3,2,1,1929;1938;1923,2021-06-22T17:34:37+00:00
https://shakespeareandco.princeton.edu/books/wyss-swiss-family-robinson/,Fiction,The Swiss Family Robinson,"Wyss, Johann David",,,,,,1812,Book,FALSE,https://archive.org/details/swissfamilyrobin00wyss,,,1,0,1,1929,2021-11-04T15:40:06.259946+00:00
https://shakespeareandco.princeton.edu/books/austen-pride-prejudice/,Fiction,Pride and Prejudice,"Austen, Jane",,,,,,1813,Book,FALSE,https://archive.org/details/22578415.1582.emory.edu/page/n7/mode/2up,2 vols.,,11,11,0,1924;1926;1929;1930;1937;1939;1940;1941,2020-07-15T03:30:32+00:00
https://shakespeareandco.princeton.edu/books/austen-mansfield-park/,Fiction,Mansfield Park,"Austen, Jane",,,,,,1814,Book,FALSE,https://archive.org/details/mansfieldpark00aust_1/page/n7/mode/2up,,,1,1,0,1939,2020-05-26T02:38:39+00:00
https://shakespeareandco.princeton.edu/books/scott-waverley/,Fiction,Waverley,"Scott, Walter",,,,,,1814,Book,FALSE,https://archive.org/details/waverley01scotgoog/page/n7/mode/2up,,,1,1,0,1940;1941,2020-05-28T00:07:57+00:00
https://shakespeareandco.princeton.edu/books/austen-emma/,Fiction,Emma,"Austen, Jane",,,,,,1815,Book,FALSE,https://archive.org/details/EmmaJaneAusten_753/page/n9/mode/2up,,,6,6,0,1924;1930;1938;1939;1940,2020-05-26T02:22:21+00:00
https://shakespeareandco.princeton.edu/books/peacock-headlong-hall/,Fiction,Headlong Hall,"Peacock, Thomas Love",,,,,,1816,Book,FALSE,https://archive.org/details/cu31924013534114,,,2,2,0,1936,2021-06-23T03:03:34+00:00
https://shakespeareandco.princeton.edu/books/coleridge-biographia-literaria/,Nonfiction,Biographia Literaria,"Coleridge, Samuel Taylor",,,,,,1817,Book,FALSE,https://archive.org/details/biographialitera027747mbp/page/n8/mode/2up,,,5,4,1,1939;1940;1941,2020-05-18T13:57:50+00:00
https://shakespeareandco.princeton.edu/books/hazlitt-characters-shakespeares-plays/,Drama,Characters of Shakespeare's Plays,"Hazlitt, William",,,,,,1817,Book,FALSE,https://archive.org/details/charactersofsha00hazl/page/n10/mode/2up,Vol. 1,Published in the Everyman's Library series and as volume 1 of *The Collected Works of William Hazlitt.*,3,3,0,1923;1940;1919,2020-07-15T03:56:22+00:00
https://shakespeareandco.princeton.edu/books/austen-northanger-abbey/,Fiction,Northanger Abbey,"Austen, Jane",,,,,,1817,Book,FALSE,https://archive.org/details/northangerabbey00austrich/page/n3/mode/2up,,,2,2,0,1939;1941,2020-07-06T02:14:20+00:00
https://shakespeareandco.princeton.edu/books/austen-persuasion/,Fiction,Persuasion,"Austen, Jane",,,,,,1817,Book,FALSE,https://archive.org/details/persuasion00austuoft/page/n7/mode/2up,,,3,3,0,1939;1941;1927,2020-05-26T02:47:33+00:00
https://shakespeareandco.princeton.edu/books/scott-rob-roy/,Fiction,Rob Roy,"Scott, Walter",,,,,,1817,Book,FALSE,https://archive.org/details/robroynovel00scotuoft/page/n9/mode/2up,,,3,3,0,1937;1940,2020-05-28T00:00:56+00:00
https://shakespeareandco.princeton.edu/books/evelyn-diary-john-evelyn/,Nonfiction,The Diary of John Evelyn,"Evelyn, John","Bray, William",,,,,1818,Book,FALSE,,,,2,2,0,1939;1941,2020-04-30T19:40:14+00:00
https://shakespeareandco.princeton.edu/books/scott-heart-midlothian/,Fiction,The Heart of Midlothian,"Scott, Walter",,,,,,1818,Book,FALSE,https://archive.org/details/heartofmidlothia00scot_2/page/n9/mode/2up,,,2,2,0,1937;1930,2020-05-27T23:10:31+00:00
https://shakespeareandco.princeton.edu/books/hazlitt-lectures-english-comic/,Nonfiction,Lectures on the English Comic Writers,"Hazlitt, William",,,,,,1819,Book,FALSE,https://archive.org/details/in.ernet.dli.2015.123116,,,2,2,0,1937;1941;1942,2021-07-19T23:43:23+00:00
https://shakespeareandco.princeton.edu/books/irving-rip-van-winkle/,Fiction,Rip Van Winkle,"Irving, Washington",,,,,,1819,Book,FALSE,https://archive.org/details/RipVanWinkle-GreggShorthand-2ndEdition-1921Preanniversary/page/n1/mode/2up,,,1,0,0,1961,2021-11-08T04:49:49.715244+00:00
https://shakespeareandco.princeton.edu/books/scott-bride-lammermoor/,Fiction,The Bride of Lammermoor,"Scott, Walter",,,,,,1819,Book,FALSE,https://archive.org/details/brideoflammermo00scot/page/n7/mode/2up,,,2,2,0,1937;1935,2020-05-27T23:01:50+00:00
https://shakespeareandco.princeton.edu/books/scott-ivanhoe/,Fiction,Ivanhoe,"Scott, Walter",,,,,,1820,Book,FALSE,https://archive.org/details/ivanhoeromance00scot_1/page/n7/mode/2up,,,3,3,0,1936;1937;1933,2020-05-27T23:14:40+00:00
https://shakespeareandco.princeton.edu/books/de-quincey-confessions-english-opium/,Nonfiction,Confessions of an English Opium Eater,"de Quincey, Thomas",,,,,,1821,Book,FALSE,https://archive.org/details/confessionsofeng00dequuoft/page/n8/mode/2up,,"Bernard Saby borrowed *Confessions of an English Opium Eater,* edited by William Sharp (Walter Scott, 1888).",9,9,0,1920;1930;1934;1935;1937;1941;1949;1950;1919,2020-06-02T21:20:26+00:00
https://shakespeareandco.princeton.edu/books/hazlitt-lectures-dramatic-literature/,Nonfiction,Lectures on the Dramatic Literature of the Age of Elizabeth,"Hazlitt, William",,,,,,1821,Book,FALSE,https://archive.org/details/lecturesonliter01hazlgoog,,,3,3,0,1939;1940;1935,2021-07-19T23:42:27+00:00
https://shakespeareandco.princeton.edu/books/disraeli-literary-character-men/,Nonfiction,Literary Character of Men of Genius,"Disraeli, Isaac",,,,,,1822,Book,FALSE,https://archive.org/details/lit00disrerarycharacterich/page/n7/mode/2up,,,1,1,0,1941,2020-08-15T18:09:12+00:00
https://shakespeareandco.princeton.edu/books/hazlitt-table-talk/,Nonfiction,Table-Talk,"Hazlitt, William",,,,,,1822,Book,FALSE,https://archive.org/details/dli.bengal.10689.10019,,,3,3,0,1928;1930;1924,2021-11-04T15:44:21.916266+00:00
https://shakespeareandco.princeton.edu/books/scott-fortunes-nigel/,Fiction,The Fortunes of Nigel,"Scott, Walter",,,,,,1822,Book,FALSE,https://archive.org/details/fortunesofnige00scot/page/n7/mode/2up,,,1,1,0,1930,2020-06-01T23:43:08+00:00
https://shakespeareandco.princeton.edu/books/hazlitt-liber-amoris-new/,Nonfiction,"Liber Amoris, Or, The New Pygmalion","Hazlitt, William",,,,,,1823,Book,FALSE,https://archive.org/details/liberamorisornew00hazlrich,,,3,3,0,1938;1939;1940,2021-07-20T01:33:44+00:00
https://shakespeareandco.princeton.edu/books/scott-quentin-durward/,Fiction,Quentin Durward,"Scott, Walter",,,,,,1823,Book,FALSE,https://archive.org/details/quentindurward00scot_1/page/n7/mode/2up,,,2,2,0,1928;1941,2020-05-27T23:59:53+00:00
https://shakespeareandco.princeton.edu/books/lamb-essays-elia/,Nonfiction,The Essays of Elia,"Lamb, Charles",,,,,,1823,Book,FALSE,https://archive.org/details/essaysofelia12lamb,,,1,1,0,1926,2021-06-05T15:24:47+00:00
https://shakespeareandco.princeton.edu/books/byron-don-juan/,Poetry,Don Juan,"Byron, George Gordon",,,,,,1824,Book,FALSE,,,"On April 1, 1926, John Murray borrowed volume 1 of an unknown edition.",3,3,0,1928;1926,2020-06-02T20:59:12+00:00
https://shakespeareandco.princeton.edu/books/goethe-wilhelm-meister/,Fiction,Wilhelm Meister,"Goethe, Johann Wolfgang von",,"Carlyle, Thomas",,,,1824,Book,FALSE,,,,1,1,0,1938,2020-04-30T19:40:20+00:00
https://shakespeareandco.princeton.edu/books/coleridge-aids-reflection/,Nonfiction,Aids to Reflection,"Coleridge, Samuel Taylor",,,,,,1825,Book,FALSE,https://archive.org/details/aidstoreflectio01colegoog/page/n7/mode/2up,,,1,1,0,1929,2020-05-18T13:42:20+00:00
https://shakespeareandco.princeton.edu/books/peacock-misfortunes-elphin/,Fiction,The Misfortunes of Elphin,"Peacock, Thomas Love",,,,,,1829,Book,FALSE,https://archive.org/details/misfortuneselph00peacgoog,,,1,1,0,1927,2021-11-14T20:18:21.364599+00:00
https://shakespeareandco.princeton.edu/books/bunyan-pilgrims-progress-life/,Fiction,"The Pilgrim's Progress, With a Life of John Bunyan","Bunyan, John;Southey, Robert",,,,,,1830,Book,FALSE,https://archive.org/details/pilgrimsprogres00soutgoog/page/n13/mode/2up,,,1,1,0,1937,2020-07-15T19:39:42+00:00
https://shakespeareandco.princeton.edu/books/peacock-crotchet-castle/,Fiction,Crotchet Castle,"Peacock, Thomas Love",,,,,,1831,Book,FALSE,https://archive.org/details/crotchetcastle00unkngoog,,,1,1,0,1929,2021-05-01T17:25:36+00:00
